   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
177             ,  287 13 52 ,  111 56 55,      3.166,      0.000,      0.000,       -2.804,        0.870,     -1.183
178             ,  265 05 17 ,  112 06 37,      3.033,      0.000,      0.000,       -2.800,       -0.241,     -1.142
179             ,  265 05 14 ,   88 01 16,      2.800,      0.000,      0.000,       -2.788,       -0.240,      0.097
180             ,  265 05 21 ,   65 02 32,      3.074,      0.000,      0.000,       -2.777,       -0.239,      1.297
181             ,  265 05 21 ,   48 02 53,      3.739,      0.000,      0.000,       -2.770,       -0.238,      2.499
182             ,  265 05 19 ,   38 25 36,      4.456,      0.000,      0.000,       -2.759,       -0.237,      3.491
183             ,  265 05 18 ,   30 09 59,      5.480,      0.000,      0.000,       -2.744,       -0.236,      4.738
184             ,  265 05 17 ,   23 34 33,      6.845,      0.000,      0.000,       -2.728,       -0.234,      6.274
185             ,  265 05 17 ,   20 27 09,      7.805,      0.000,      0.000,       -2.717,       -0.234,      7.313
186             ,  254 20 04 ,   21 31 07,      7.709,      0.000,      0.000,       -2.723,       -0.764,      7.171
187             ,  254 20 03 ,   27 00 28,      6.261,      0.000,      0.000,       -2.738,       -0.768,      5.578
188             ,  254 20 04 ,   35 54 09,      4.882,      0.000,      0.000,       -2.757,       -0.773,      3.955
189             ,  254 20 06 ,   47 03 24,      3.933,      0.000,      0.000,       -2.772,       -0.777,      2.679
190             ,  254 20 05 ,   63 26 25,      3.223,      0.000,      0.000,       -2.776,       -0.779,      1.441
191             ,  254 20 04 ,   85 51 16,      2.907,      0.000,      0.000,       -2.792,       -0.783,      0.210
192             ,  254 20 07 ,  111 29 14,      3.135,      0.000,      0.000,       -2.809,       -0.788,     -1.148
193             ,  236 36 07 ,  107 26 14,      3.532,      0.000,      0.000,       -2.813,       -1.855,     -1.058
194             ,  236 36 08 ,   88 51 19,      3.356,      0.000,      0.000,       -2.801,       -1.847,      0.067
195             ,  236 36 19 ,   67 00 23,      3.621,      0.000,      0.000,       -2.783,       -1.834,      1.414
196             ,  236 36 14 ,   50 46 26,      4.282,      0.000,      0.000,       -2.770,       -1.826,      2.708
197             ,  236 36 13 ,   40 56 44,      5.042,      0.000,      0.000,       -2.759,       -1.819,      3.809
198             ,  236 36 12 ,   31 16 42,      6.332,      0.000,      0.000,       -2.745,       -1.809,      5.411
199             ,  236 03 34 ,   23 54 58,      8.094,      0.000,      0.000,       -2.722,       -1.832,      7.399
200             ,  229 33 31 ,   25 56 29,      8.198,      0.000,      0.000,       -2.730,       -2.326,      7.372
201             ,  229 33 40 ,   32 32 43,      6.708,      0.000,      0.000,       -2.747,       -2.341,      5.655
202             ,  229 33 43 ,   39 34 52,      5.685,      0.000,      0.000,       -2.757,       -2.350,      4.382
203             ,  229 33 43 ,   48 57 20,      4.827,      0.000,      0.000,       -2.771,       -2.361,      3.170
204             ,  229 33 42 ,   60 52 41,      4.184,      0.000,      0.000,       -2.782,       -2.371,      2.036
205             ,  229 33 43 ,   77 31 05,      3.762,      0.000,      0.000,       -2.796,       -2.383,      0.813
206             ,  229 33 41 ,   90 23 05,      3.685,      0.000,      0.000,       -2.804,       -2.390,     -0.025
207             ,  229 53 49 ,  107 23 41,      3.859,      0.000,      0.000,       -2.816,       -2.372,     -1.154
208             ,  219 09 22 ,  105 45 57,      4.631,      0.000,      0.000,       -2.814,       -3.456,     -1.258
209             ,  219 09 24 ,   93 57 32,      4.453,      0.000,      0.000,       -2.805,       -3.445,     -0.307
210             ,  219 09 35 ,   80 06 00,      4.491,      0.000,      0.000,       -2.794,       -3.430,      0.772
211             ,  219 09 34 ,   68 14 28,      4.751,      0.000,      0.000,       -2.787,       -3.422,      1.761
212             ,  219 09 34 ,   57 18 29,      5.232,      0.000,      0.000,       -2.780,       -3.414,      2.826
213             ,  219 09 31 ,   48 40 21,      5.844,      0.000,      0.000,       -2.771,       -3.403,      3.859
214             ,  219 09 30 ,   40 22 46,      6.751,      0.000,      0.000,       -2.762,       -3.391,      5.143
215             ,  218 52 07 ,   34 38 51,      7.708,      0.000,      0.000,       -2.750,       -3.412,      6.341
216             ,  218 52 01 ,   30 35 27,      8.578,      0.000,      0.000,       -2.739,       -3.399,      7.384
217             ,  214 40 10 ,   33 11 33,      8.808,      0.000,      0.000,       -2.743,       -3.966,      7.371
218             ,  214 40 12 ,   40 19 53,      7.479,      0.000,      0.000,       -2.753,       -3.981,      5.701
219             ,  214 52 46 ,   46 59 50,      6.601,      0.000,      0.000,       -2.761,       -3.960,      4.502
220             ,  214 52 48 ,   52 59 15,      6.063,      0.000,      0.000,       -2.768,       -3.971,      3.650
221             ,  214 52 47 ,   61 55 57,      5.506,      0.000,      0.000,       -2.778,       -3.986,      2.591
222             ,  215 12 37 ,   70 31 52,      5.123,      0.000,      0.000,       -2.785,       -3.946,      1.707
223             ,  215 12 35 ,   80 12 22,      4.917,      0.000,      0.000,       -2.794,       -3.959,      0.836
224             ,  215 12 36 ,   90 05 17,      4.856,      0.000,      0.000,       -2.800,       -3.967,     -0.007
